Crater Gore,              86.18,  -62.31,     9.41
Crater Gould,            -19.26,  -17.25,    32.99
Crater Grace,             14.21,   35.89,     1.49
Crater Grachev,           -3.83, -108.42,    34.98
Crater Graff,            -42.03,  -88.71,    36.16
Crater Grave,            -17.04,  150.23,    36.95
Crater Greaves,           13.18,   52.79,    14.27
Crater Green,              3.69,  133.12,    68.28
Crater Gregory,            1.76,  127.28,    63.09
Crater Grigg,             12.05, -130.13,    36.72
Crater Grimaldi,          -5.38,  -68.36,   173.49
Crater Grignard,          84.54,  -75.83,    12.95
Crater Grissom,          -46.92, -147.98,    59.82
Crater Grotrian,         -66.15,  128.28,    36.78
Crater Grove,             40.03,   32.98,    28.55
Crater Gruemberger,      -67.04,  -10.03,    91.05
Crater Gruithuisen,       32.89,  -39.78,    14.98
Crater Guericke,         -11.57,  -14.19,    60.75
Crater Guest,            -19.79,  117.39,    19.79
Crater Guillaume,         45.16, -173.38,    56.75
Crater Gullstrand,        44.95, -129.67,    45.05
Crater Gum,              -40.34,   88.91,    54.55
Crater Gutenberg,         -8.61,   41.25,    70.65
Crater Guthnick,         -47.76,  -94.04,    37.03
Crater Guyot,             11.63,  117.12,    98.28
Crater Gyldén,            -5.37,    0.23,    48.15
Crater H. G. Wells,       40.84,  122.63,   108.09
Crater Haber,             83.04,  -94.63,    56.79
Crater Hagecius,         -59.92,   46.63,    79.55
Crater Hagen,            -48.32,  135.95,    57.52
Crater Hahn,              31.22,   73.55,    87.49
Crater Haidinger,        -39.18,  -25.14,    21.33
Crater Hainzel,          -41.23,  -33.52,    70.56
Crater Haldane,           -1.66,   84.11,    40.26
Crater Hale,             -74.13,   91.71,    84.42
Crater Hall,              33.81,   36.75,    31.77
Crater Halley,            -8.05,    5.73,    34.59
Crater Hamilton,         -42.77,   84.41,    57.45
Crater Hanno,            -56.46,   71.38,    59.54
Crater Hansen,            14.04,   72.54,    41.18
Crater Hansteen,         -11.53,  -52.06,    44.99
Crater Harden,             5.46,  143.55,    14.98
Crater Harding,           43.54,  -71.66,    22.57
Crater Haret,            -58.77, -176.19,    29.77
Crater Hargreaves,        -2.18,   64.09,    18.00
Crater Harkhebi,          40.87,   98.74,   337.14
Crater Harlan,           -38.31,   79.65,    63.45
Crater Harold,           -10.88,   -6.07,     1.43
Crater Harpalus,          52.73,  -43.49,    39.77
Crater Harriot,           33.02,  114.04,    52.77
Crater Hartmann,           2.71,  135.45,    63.29
Crater Hartwig,           -6.14,  -80.47,    78.46
Crater Harvey,            19.35, -146.51,    59.98
Crater Hase,             -29.37,   62.68,    82.08
Crater Haskin,            81.51,  133.16,    66.57
Crater Hatanaka,          29.33, -121.92,    30.15
Crater Hausen,           -65.11,  -88.49,   163.24
Crater Haworth,          -87.45,   -5.17,    51.42
Crater Hayford,           12.68, -176.45,    28.15
Crater Hayn,              64.56,   83.87,    86.21
Crater Healy,             32.05, -111.00,    37.98
Crater Heaviside,        -10.44,  166.77,   164.46
Crater Hecataeus,        -22.06,   79.68,   133.67
Crater Hédervári,        -81.77,   85.06,    74.14
Crater Hedin,              2.87,  -76.57,   157.38
Crater Heinrich,          24.84,  -15.37,     6.86
Crater Heinsius,         -39.48,  -17.82,    64.87
Crater Heis,              32.47,  -31.98,    13.69
Crater Helberg,           22.63, -102.46,    61.93
Crater Helicon,           40.43,  -23.11,    23.74
Crater Hell,             -32.41,   -7.08,    33.31
Crater Helmert,           -7.56,   87.67,    26.72
Crater Helmholtz,        -68.64,   65.34,   110.16
Crater Henderson,          4.76,  152.00,    43.49
Crater Hendrix,          -46.86, -159.97,    16.63
Crater Henry,            -23.97,  -57.01,    39.06
Crater Henry Frères,     -23.52,  -59.02,    41.73
Crater Henyey,            12.07, -152.33,    68.74
Crater Heraclitus,       -49.31,    6.42,    85.74
Crater Hercules,          46.82,   39.21,    68.32
Crater Herigonius,       -13.36,  -33.97,    14.86
Crater Hermann,           -0.87,  -57.47,    15.92
Crater Hermite,           86.17,  -93.32,   108.64
Crater Herodotus,         23.25,  -49.84,    35.87
Crater Heron,              0.65,  119.88,    28.01
Crater Herschel,          -5.69,   -2.09,    39.09
Crater Hertz,             13.32,  104.56,    82.94
Crater Hertzsprung,        1.37, -128.66,   536.37
Crater Hesiodus,         -29.42,  -16.42,    43.24
Crater Hess,             -54.47,  174.19,    90.44
Crater Hevelius,           2.02,  -67.46,   113.87
Crater Hevesy,            83.09,  149.15,    49.99
Crater Heymans,           74.76, -144.94,    46.45
Crater Heyrovsky,        -39.55,  -95.42,    16.66
Crater Hilbert,          -17.87,  108.32,   173.24
Crater Hildegard,        -51.68,  127.74,   122.00
Crater Hill,              20.91,   40.81,    15.86
Crater Hind,              -7.92,    7.31,    28.05
Crater Hinshelwood,       89.41,  -51.89,    13.35
Crater Hippalus,         -24.92,  -30.42,    57.36
Crater Hipparchus,        -5.36,    4.91,   143.95
Crater Hippocrates,       70.26, -146.54,    59.24
Crater Hirayama,          -6.01,   93.63,   145.21
Crater Hoffmeister,       15.04,  136.84,    44.46
Crater Hogg,              33.51,  121.96,    38.39
Crater Hohmann,          -17.92,  -94.26,    16.81
Crater Holden,           -19.19,   62.53,    47.06
Crater Holetschek,       -27.61,  151.15,    37.77
Crater Hommel,           -54.74,   32.93,   113.06
Crater Hooke,             41.14,   54.86,    34.35
Crater Hopmann,          -51.01,  159.23,    87.84
Crater Hornsby,           23.08,   12.51,     2.85
Crater Horrebow,          58.08,  -40.93,    24.98
Crater Horrocks,          -3.99,    5.85,    29.65
Crater Hortensius,         6.47,  -28.00,    14.16
Crater Houssay,           83.11,   98.52,    31.41
Crater Houtermans,        -9.42,   87.38,    42.68
Crater Houzeau,          -17.25, -123.89,    76.84
Crater Hubble,            22.29,   86.91,    81.84
Crater Huggins,          -41.07,   -1.52,    65.79
Crater Humason,           30.73,  -56.66,     4.34
Crater Humboldt,         -27.02,   80.96,   199.46
Crater Hume,              -4.68,   90.47,    22.03
Crater Husband,          -40.32, -147.84,    31.26
Crater Hutton,            37.22,  168.68,    45.17
Crater Huxley,            20.02,   -4.54,     3.48
Crater Hyginus,            7.76,    6.27,     8.07
Crater Hypatia,           -4.25,   22.58,    38.82
Crater Ian,               25.72,   -0.39,     1.51
Crater Ibn Bajja,        -86.03,  -75.04,    11.98
Crater Ibn Battuta,       -6.95,   50.44,    11.51
Crater Ibn Firnas,         6.83,  122.03,    88.29
Crater Ibn Yunus,         14.14,   91.14,    59.69
Crater Ibn-Rushd,        -11.69,   21.71,    31.08
Crater Icarus,            -5.49, -173.26,    93.73
Crater Ideler,           -49.32,   22.24,    37.77
Crater Idel'son,         -81.35,  112.69,    59.82
Crater Igor,              38.03,  -35.00,     0.01
Crater Il'in,            -17.08,  -97.68,    12.42
Crater Ina,               18.66,    5.03,     2.98
Crater Ingalls,           26.16, -153.34,    37.23
Crater Inghirami,        -47.49,  -68.95,    94.06
Crater Innes,             27.85,  119.31,    42.83
Crater Ioffe,            -14.38, -129.16,    83.95
Crater Isabel,            28.18,  -34.07,     1.22
Crater Isaev,            -17.57,  147.49,    94.01
Crater Isidorus,          -7.96,   33.05,    41.39
Crater Isis,              18.95,   27.48,     0.61
Crater Ivan,              26.86,  -43.26,     3.84
Crater Izsak,            -23.32,  117.59,    30.83
Crater J. Herschel,       62.31,  -41.86,   154.44
Crater Jackson,           22.05, -163.32,    71.38
Crater Jacobi,           -56.82,   11.03,    66.28
Crater Jansen,            13.55,   28.64,    24.21
Crater Jansky,             8.63,   89.05,    73.77
Crater Janssen,          -44.96,   40.82,   200.65
Crater Jarvis,           -35.13, -148.21,    41.22
Crater Jeans,            -55.58,   91.51,    81.13
Crater Jehan,             20.71,  -31.86,     4.46
Crater Jenkins,            0.37,   78.04,    37.77
Crater Jenner,           -42.01,   95.98,    73.66
Crater Jerik,             18.53,   27.63,     0.63
Crater Joliot,            25.79,   93.39,   172.79
Crater Jomo,              24.41,    2.44,     7.36
Crater José,             -12.68,   -1.66,     1.22
Crater Joule,             27.15, -144.14,    97.52
Crater Joy,               25.01,    6.56,     5.12
Crater Jules Verne,      -34.85,  147.28,   145.54
Crater Julienne,          26.06,    3.13,     1.08
Crater Julius Caesar,      9.17,   15.21,    84.72
Crater Kaiser,           -36.49,    6.48,    53.15
Crater Kamerlingh Onnes,  14.72, -116.29,    70.03
Crater Kane,              62.99,   25.84,    54.96
Crater Kant,             -10.62,   20.02,    30.85
Crater Kao,               -6.71,   87.81,    34.54
Crater Kapteyn,          -10.79,   70.59,    48.65
Crater Karima,           -25.93,  102.98,     3.05
Crater Karpinskiy,        72.61,  166.08,    91.04
Crater Karrer,           -52.06, -142.28,    55.56
Crater Kasper,             8.03,  122.12,    12.39
Crater Kästner,           -6.09,   78.94,   116.07
Crater Katchalsky,         5.91,  116.07,    32.03
Crater Kathleen,          25.34,   -0.83,     5.37
Crater Kearons,          -11.59, -112.92,    27.99
Crater Keeler,            -9.78,  161.78,   158.07
Crater Kekulé,            16.31, -138.47,    94.22
Crater Keldysh,           51.23,   43.65,    32.75
Crater Kepínski,          28.63,  126.72,    31.67
Crater Kepler,             8.12,  -38.01,    29.49
Crater Khvol'son,        -14.13,  111.87,    55.88
Crater Kibal'chich,        2.72, -147.18,    91.67
Crater Kidinnu,           35.79,  122.95,    55.01
Crater Kies,             -26.31,  -22.63,    45.54
Crater Kiess,             -6.41,   84.11,    67.79
Crater Kimura,           -56.82,  118.38,    27.44
Crater Kinau,            -60.75,   14.94,    41.87
Crater King,               4.96,  120.49,    76.21
Crater Kira,             -17.71,  132.83,     6.81
Crater Kirch,             39.27,   -5.62,    11.71
Crater Kircher,          -67.01,  -45.48,    71.02
Crater Kirchhoff,         30.03,   38.84,    24.38
Crater Kirkwood,          68.34, -156.66,    68.12
Crater Klaproth,         -69.85,  -26.26,   121.37
Crater Klein,            -11.99,    2.53,    43.47
Crater Kleymenov,        -32.48, -140.36,    55.98
Crater Klute,             36.93, -141.76,    77.47
Crater Knox-Shaw,          5.36,   80.19,    13.44
Crater Koch,             -42.13,  150.33,    94.07
Crater Kocher,           -84.47, -134.02,    24.03
Crater Kohlschütter,      14.24,  153.95,    56.25
Crater Kolhörster,        10.79, -115.01,    78.78
Crater Kolya,             38.03,  -35.00,     0.01
Crater Komarov,           24.59,  152.25,    80.43
Crater Kondratyuk,       -15.33,  115.08,    97.97
Crater König,            -24.23,  -24.68,    22.86
Crater Konoplev,         -28.16, -124.37,    27.67
Crater Konstantinov,      19.56,  158.34,    68.08
Crater Kopff,            -17.39,  -89.68,    40.49
Crater Korolev,           -4.19, -157.41,   423.41
Crater Kosberg,          -20.19,  149.61,    14.63
Crater Kostinskiy,        14.43,  118.85,    67.91
Crater Kostya,            38.03,  -35.00,     0.02
Crater Koval'skiy,       -21.89,  101.03,    44.97
Crater Kovalevskaya,      30.86, -129.44,   113.71
Crater Kozyrev,          -46.64,  129.59,    59.35
Crater Krafft,            16.56,  -72.72,    51.15
Crater Kramarov,          -2.29,  -98.89,    21.05
Crater Kramers,           53.28, -127.98,    61.59
Crater Krasnov,          -29.93,  -79.82,    41.17
Crater Krasovskiy,         3.79, -175.63,    61.67
Crater Kreiken,           -9.05,   84.55,    29.37
Crater Krieger,           29.02,  -45.61,    22.87
Crater Krogh,              9.41,   65.69,    19.17
Crater Krusenstern,      -26.03,    5.76,    46.44
Crater Krylov,            35.26, -166.11,    49.83
Crater Kugler,           -53.44,  104.01,    65.87
Crater Kuhn,             -84.48, -152.48,    16.61
Crater Kuiper,            -9.78,  -22.68,     6.28
Crater Kulik,             41.98, -154.63,    60.46
Crater Kundt,            -11.57,  -11.57,    10.31
Crater Kunowsky,           3.22,  -32.53,    18.27
Crater Kuo Shou Ching,     8.01, -134.66,    33.48
Crater Kurchatov,         38.03,  141.74,   110.96
Crater L. Clark,         -43.34, -147.07,    15.03
Crater La Caille,        -23.68,    1.08,    67.22
Crater La Condamine,      53.54,  -28.22,    37.83
Crater La Pérouse,       -10.67,   76.28,    80.04
Crater Lacchini,          41.29, -107.83,    57.95
Crater Lacroix,          -37.93,  -59.02,    36.07
Crater Lade,              -1.33,    9.99,    58.11
Crater Lagalla,          -44.48,  -22.36,    88.78
Crater Lagrange,         -32.06,  -71.45,   162.21
Crater Lalande,           -4.46,   -8.65,    23.54
Crater Lallemand,        -14.04,  -84.21,    16.69
Crater Lamarck,          -23.12,  -70.06,   114.65
Crater Lamb,             -42.67,  100.94,   103.55
Crater Lambert,           25.77,  -20.99,    30.12
Crater Lamé,             -14.76,   64.56,    84.28
Crater Lamèch,            42.79,   13.15,    12.41
Crater Lamont,             5.14,   23.32,    83.23
Crater Lampland,         -31.17,  131.51,    63.04
Crater Landau,            42.16, -119.34,   218.15
Crater Lander,           -15.34,  131.81,    40.05
Crater Landsteiner,       31.03,  -14.79,     6.11
Crater Lane,              -9.05,  132.36,    53.76
Crater Langemak,          -9.93,  119.45,   104.76
Crater Langevin,          44.17,  162.69,    57.08
Crater Langley,           51.17,  -86.05,    59.17
Crater Langmuir,         -35.85, -128.89,    91.05
Crater Langrenus,         -8.86,   61.04,   131.98
Crater Lansberg,          -0.31,  -26.63,    38.75
Crater Larmor,            31.85, -179.67,    99.49
Crater Lassell,          -15.49,   -7.09,    21.82
Crater Laue,              28.29,  -97.05,    89.17
Crater Lauritsen,        -27.54,   96.31,    51.24
Crater Laveran,          -81.08, -159.78,    12.52
Crater Lavoisier,         38.17,  -81.25,    71.01
Crater Lawrence,           7.35,   43.03,    24.02
Crater Le Gentil,        -74.27,  -76.02,   125.38
Crater Le Monnier,        26.66,   30.05,    68.04
Crater Le Verrier,        40.33,  -20.61,    20.52
Crater Leakey,            -3.19,   37.46,    12.48
Crater Leavitt,          -44.86, -139.89,    69.31
Crater Lebedev,          -46.08,  107.89,   121.08
Crater Lebedinskiy,        7.84, -164.89,    63.39
Crater Lebesgue,          -5.14,   88.97,    11.39
Crater Lee,              -30.66,  -40.76,    41.17
Crater Leeuwenhoek,      -29.28, -178.87,   125.00
Crater Legendre,         -28.92,   70.02,    78.08
Crater Lehmann,          -39.96,  -56.17,    53.85
Crater Leibnitz,         -38.24,  179.35,   236.67
Crater Lemaître,         -61.36, -149.98,    93.07
Crater Lenard,            85.19, -109.69,    47.65
Crater Lents,              2.72, -102.03,    21.98
Crater Leonid,            38.03,  -35.00,     0.01
Crater Leonov,            19.07,  148.36,    34.04
Crater Lepaute,          -33.03,  -33.69,    16.36
Crater Letronne,         -10.05,  -42.49,   117.59
Crater Leucippus,         29.24, -116.41,    57.03
Crater Leuschner,          1.67, -109.05,    50.14
Crater Lev,               12.69,   62.02,     0.06
Crater Levi-Civita,      -23.34,  143.14,   108.23
Crater Lewis,            -18.51, -114.23,    40.32
Crater Lexell,           -35.78,   -4.27,    63.07
Crater Ley,               42.11,  154.84,    81.05
Crater Licetus,          -47.19,    6.54,    75.42
Crater Lichtenberg,       31.85,  -67.72,    19.53
Crater Lick,              12.36,   52.84,    31.63
Crater Liebig,           -24.35,  -48.03,    38.96
Crater Lilius,           -54.06,    6.09,    61.18
Crater Linda,             30.69,  -33.38,     1.11
Crater Lindbergh,         -5.41,   52.09,    13.34
Crater Lindblad,          70.03,  -99.22,    59.37
Crater Lindenau,         -32.35,   24.77,    53.08
Crater Lindsay,           -7.00,   13.01,    32.23
Crater Linné,             27.75,   11.08,     2.23
Crater Liouville,          2.73,   73.57,    16.12
Crater Lippershey,       -25.96,  -10.38,     6.74
Crater Lippmann,         -55.43, -114.32,   160.07
Crater Lipskiy,           -2.15, -179.38,    91.15
Crater Litke,            -16.76,  123.12,    38.18
Crater Littrow,           21.05,   31.39,    28.52
Crater Lobachevskiy,       9.76,  113.07,    87.26
Crater Lockyer,          -46.27,   36.59,    35.08
Crater Lodygin,          -17.42, -146.78,    56.11
Crater Loewy,            -22.69,  -32.85,    22.45
Crater Lohrmann,          -0.44,  -67.38,    31.25
Crater Lohse,            -13.76,   60.31,    43.34
Crater Lomonosov,         27.35,   98.28,    90.69
Crater Longomontanus,    -49.55,  -21.88,   145.05
Crater Lorentz,           34.59,  -97.19,   378.42
Crater Louise,            28.49,  -34.02,     0.64
Crater Louville,          44.12,  -46.04,    34.81
Crater Love,              -6.33,  129.17,    90.08
Crater Lovelace,          82.08, -109.51,    57.06
Crater Lovell,           -36.74, -142.47,    35.01
Crater Lowell,           -12.97, -103.42,    62.65
Crater Lubbock,           -3.99,   41.79,    14.09
Crater Lubiniezky,       -17.88,  -23.89,    42.97
Crater Lucian,            14.34,   36.78,     6.85
Crater Lucretius,         -8.22, -121.24,    64.61
Crater Ludwig,            -7.72,   97.45,    23.29
Crater Lundmark,         -38.87,  152.56,   103.44
Crater Luther,            33.02,   24.15,     9.29
Crater Lyapunov,          26.43,   89.36,    67.58
Crater Lyell,             13.63,   40.56,    31.17
Crater Lyman,            -64.96,  162.47,    83.25
Crater Lyot,             -50.47,   84.08,   150.06
Crater M. Anderson,      -41.21, -148.99,    16.94
Crater Mach,              18.13, -149.24,   174.97
Crater Maclaurin,         -1.92,   67.99,    54.33
Crater Maclear,           10.52,   20.01,    20.34
Crater MacMillan,         24.02,   -7.85,     6.88
Crater Macrobius,         21.26,   45.97,    62.79
Crater Mädler,           -11.04,   29.76,    27.58
Crater Maestlin,           4.09,  -40.72,     6.82
Crater Magelhaens,       -11.98,   44.07,    37.02
Crater Magelhaens A,     -12.73,   44.99,    29.35
Crater Maginus,          -50.03,   -5.98,   155.58
Crater Main,              80.87,   10.41,    47.43
Crater Mairan,            41.06,  -43.05,    39.49
Crater Maksutov,         -40.75, -168.65,    83.84
Crater Malapert,         -85.00,   11.04,    72.38
Crater Malinkin,         -87.22,   75.94,     8.28
Crater Mallet,           -45.41,   54.05,    58.92
Crater Malyy,             22.03,  105.56,    41.29
Crater Mandel'shtam,       5.07,  162.39,   181.89
Crater Manilius,          14.45,    9.07,    38.34
Crater Manners,            4.57,   19.99,    15.05
Crater Manuel,            24.47,   11.36,     0.57
Crater Manzinus,         -67.51,   26.37,    95.97
Crater Maraldi,           19.36,   34.08,    39.62
Crater Marci,             22.23, -167.57,    24.47
Crater Marco Polo,        15.52,   -2.05,    28.25
Crater Marconi,           -9.48,  145.02,    72.88
Crater Marinus,          -39.38,   76.57,    56.55
Crater Mariotte,         -28.46, -139.06,    70.27
Crater Marius,            11.09,  -50.84,    40.09
Crater Markov,            53.43,  -62.84,    39.92
Crater Marth,            -31.16,  -29.35,     6.54
Crater Mary,              18.93,   27.39,     0.53
Crater Maskelyne,          2.16,   30.04,    22.42
Crater Mason,             42.07,   30.51,    33.33
Crater Maunder,          -14.52,  -93.88,    53.08
Crater Maupertuis,        49.07,  -27.28,    45.49
Crater Maurolycus,       -41.77,   13.92,   115.35
Crater Maury,             37.11,   39.69,    16.58
Crater Mavis,             29.76,  -26.36,     1.09
Crater Maxwell,           29.09,   98.53,   109.24
Crater McAdie,             2.11,   92.22,    41.00
Crater McAuliffe,        -33.24, -149.77,    19.11
Crater McClure,          -15.32,   50.24,    23.96
Crater McCool,           -41.28, -146.26,    20.47
Crater McDonald,          30.39,  -20.88,     6.97
Crater McKellar,         -15.72, -170.86,    50.16
Crater McLaughlin,        47.01,  -92.83,    75.29
Crater McMath,            16.63, -166.09,    88.58
Crater McNair,           -35.93, -147.95,    32.02
Crater McNally,           22.05, -127.65,    47.03
Crater Mechnikov,        -10.47, -148.99,    58.83
Crater Mee,              -43.63,  -35.19,   134.11
Crater Mees,              13.57,  -96.18,    51.55
Crater Meggers,           24.03,  122.94,    51.16
Crater Meitner,          -10.87,  113.01,    87.27
Crater Melissa,            8.12,  121.78,    17.21
Crater Mendel,           -48.83, -109.86,   139.65
Crater Mendeleev,          5.38,  141.17,   325.13
Crater Menelaus,          16.26,   15.93,    27.13
Crater Menzel,             3.41,   36.94,     3.44
Crater Mercator,         -29.25,  -26.11,    46.32
Crater Mercurius,         46.66,   66.07,    64.03
Crater Merrill,           74.83, -117.45,    56.99
Crater Mersenius,        -21.49,  -49.34,    84.46
Crater Meshcherskiy,      12.11,  125.53,    65.94
Crater Messala,           39.31,   60.06,   122.04
Crater Messier,           -1.09,   47.65,    13.08
Crater Metius,           -40.42,   43.37,    83.81
Crater Meton,             73.57,   19.63,   124.07
Crater Mezentsev,         71.77, -129.64,    84.51
Crater Michael,           25.05,    0.21,     3.46
Crater Michelson,          6.72, -121.55,   123.14
Crater Milankovič,        76.53,  171.35,    94.21
Crater Milichius,         10.01,  -30.23,    12.19
Crater Miller,           -39.37,    0.78,    61.37
Crater Millikan,          46.76,  121.52,    93.97
Crater Mills,              8.54,  155.74,    35.65
Crater Milne,            -31.00,  112.78,   259.97
Crater Mineur,            24.67, -161.73,    72.28
Crater Minkowski,        -56.13, -145.08,   107.51
Crater Minnaert,         -67.54,  178.57,   137.31
Crater Mitchell,          49.77,   20.17,    32.15
Crater Mitra,             17.76, -154.65,    97.01
Crater Möbius,            15.63,  101.13,    48.96
Crater Mohorovičić,      -18.73, -164.83,    49.97
Crater Moigno,            66.27,   28.08,    36.83
Crater Moiseev,            9.44,  103.26,    61.56
Crater Moissan,            4.77,  137.45,    22.45
Crater Moltke,            -0.59,   24.16,     6.15
Crater Monge,            -19.24,   47.54,    36.06
Crater Monira,           -12.54,   -1.73,     1.07
Crater Montanari,        -45.83,  -20.76,    77.05
Crater Montgolfier,       47.06, -160.08,    83.71
Crater Moore,             37.25, -177.55,    52.66
Crater Moretus,          -70.63,   -5.95,   114.45
Crater Morley,            -2.82,   64.62,    13.71
Crater Morozov,            4.62,  127.33,    41.01
Crater Morse,             21.09, -175.29,    72.77
Crater Moseley,           20.95,  -90.02,    88.89
Crater Mösting,           -0.07,   -5.88,    24.38
Crater Mouchez,           78.38,  -26.82,    82.78
Crater Moulton,          -60.91,   97.57,    54.07
Crater Müller,            -7.64,    2.04,    23.04
Crater Murakami,         -23.38, -140.97,    44.52
Crater Murchison,          5.07,   -0.21,    57.83
Crater Mutus,            -63.65,   29.93,    76.33
Crater Nagaoka,           19.51,  154.05,    50.54
Crater Nansen,            81.17,   95.38,   116.09
Crater Naonobu,           -4.07,   57.93,    32.96
Crater Nasireddin,       -41.04,    0.14,    51.99
Crater Nasmyth,          -50.49,  -56.39,    78.37
Crater Nassau,           -24.91,  177.34,    75.08
Crater Natasha,           19.98,  -31.16,    10.98
Crater Naumann,           35.38,  -62.02,     9.93
Crater Neander,          -31.35,   39.88,    49.22
Crater Nearch,           -58.58,   39.01,    72.79
Crater Necho,             -5.25,  123.24,    36.87
Crater Nefed'ev,         -81.07,  135.77,    52.94
Crater Neison,            68.21,   25.02,    51.03
Crater Neper,              8.76,   84.58,   144.32
Crater Nernst,            35.57,  -94.64,   121.52
Crater Neujmin,          -26.68,  125.17,    97.03
Crater Neumayer,         -71.16,   70.92,    84.38
Crater Newcomb,           29.76,   43.67,    39.08
Crater Newton,           -76.52,  -17.44,    83.85
Crater Nicholson,        -26.22,  -85.21,    38.08
Crater Nicolai,          -42.47,   25.87,    40.54
Crater Nicollet,         -21.95,  -12.05,    14.73
Crater Nielsen,           31.08,  -51.76,     9.64
Crater Niepce,            72.02, -120.15,    59.69
Crater Nijland,           33.19,  134.17,    35.46
Crater Nikolaev,          35.08,  151.28,    42.67
Crater Nikolya,           38.03,  -35.00,     0.01
Crater Nishina,          -44.57, -170.08,    62.13
Crater Nobel,             14.73, -101.39,    50.87
Crater Nobile,           -85.28,   53.27,    79.27
Crater Nobili,             0.17,   75.95,    41.79
Crater Nöggerath,        -48.82,  -45.84,    32.12
Crater Nonius,           -34.09,    3.79,    70.61
Crater Norman,           -11.78,  -30.35,     9.87
Crater Nöther,            66.35, -114.18,    64.08
Crater Numerov,          -70.52, -162.02,   105.39
Crater Nunn,               4.62,   91.15,    18.49
Crater Nušl,              32.19,  167.45,    60.58
Crater Oberth,            62.49,  154.84,    49.52
Crater Obruchev,         -38.67,  162.43,    72.23
Crater O'Day,            -30.42,  157.29,    70.41
Crater Oenopides,         57.13,  -64.02,    73.47
Crater Oersted,           43.09,   47.25,    42.28
Crater Ohm,               18.32, -113.78,    61.75
Crater Oken,             -43.76,   76.09,    78.67
Crater Olbers,             7.03,  -76.14,    73.02
Crater Olcott,            20.57,  117.79,    79.94
Crater Olivier,           58.72,  138.44,    78.45
Crater Omar Khayyam,      58.21, -102.22,    68.64
Crater Onizuka,          -36.38, -149.79,    26.88
Crater Opelt,            -16.32,  -17.64,    48.73
Crater Oppenheimer,      -35.32, -166.03,   201.16
Crater Oppolzer,          -1.52,   -0.45,    40.87
Crater Oresme,           -42.61,  169.22,    82.05
Crater Orlov,            -25.77, -175.08,    72.93
Crater Orontius,         -40.37,   -3.96,   121.02
Crater Osama,             18.61,    5.27,     0.42
Crater Osiris,            18.65,   27.65,     0.96
Crater Osman,            -10.98,   -6.25,     1.79
Crater Ostwald,           10.24,  121.95,   108.13
Crater Palisa,            -9.47,   -7.19,    33.47
Crater Palitzsch,        -28.02,   64.39,    41.87
Crater Pallas,             5.48,   -1.65,    49.51
Crater Palmieri,         -28.64,  -47.08,    39.84
Crater Paneth,            62.06,  -94.63,    60.92
Crater Pannekoek,         -4.02,  140.69,    67.05
Crater Papaleksi,         10.15,  163.95,    92.03
Crater Paracelsus,       -22.92,  163.44,    85.88
Crater Paraskevopoulos,   50.09, -150.34,    98.87
Crater Parenago,          25.88, -108.91,    94.57
Crater Parkhurst,        -33.29,  103.69,    93.08
Crater Parrot,           -14.57,    3.29,    70.66
Crater Parry,             -7.88,  -15.78,    47.28
Crater Parsons,           37.25, -171.16,    41.12
Crater Pascal,            74.36,  -70.63,   108.02
Crater Paschen,          -14.06, -140.53,   127.36
Crater Pasteur,          -11.58,  104.91,   232.77
Crater Patricia,          24.91,    0.05,    10.08
Crater Patsaev,          -16.77,  133.06,    55.25
Crater Pauli,            -44.76,  137.35,    95.28
Crater Pavlov,           -28.28,  142.04,   143.05
Crater Pawsey,            44.24,  145.29,    59.98
Crater Peary,             88.63,   24.04,    78.75
Crater Pease,             12.51, -106.03,    40.84
Crater Peek,               2.76,   86.96,    12.55
Crater Peirce,            18.26,   53.35,    18.86
Crater Peirescius,       -46.04,   67.08,    61.53
Crater Pentland,         -64.57,   11.34,    56.45
Crater Perel'man,        -24.05,  106.01,    48.87
Crater Perepelkin,        -9.99,  128.08,    88.74
Crater Perkin,            47.02, -175.73,    62.48
Crater Perrine,           42.11, -127.95,    87.41
Crater Petavius,         -25.39,   60.78,   184.06
Crater Petermann,         74.35,   67.89,    76.95
Crater Peters,            68.07,   29.39,    14.67
Crater Petit,              2.32,   63.46,     5.04
Crater Petrie,            45.14,  108.47,    32.86
Crater Petropavlovskiy,   36.92, -115.28,    64.07
Crater Petrov,           -61.36,   88.18,    55.44
Crater Pettit,           -27.52,  -86.75,    36.67
Crater Petzval,          -62.73, -110.83,    93.47
Crater Phillips,         -26.57,   75.67,   104.21
Crater Philolaus,         72.22,  -32.88,    71.44
Crater Phocylides,       -52.79,  -57.31,   115.18
Crater Piazzi,           -36.16,  -68.01,   102.57
Crater Piazzi Smyth,      41.91,   -3.24,    12.96
Crater Picard,            14.57,   54.72,    22.35
Crater Piccolomini,      -29.07,   32.02,    87.58
Crater Pickering,         -2.88,    6.99,    15.04
Crater Pictet,           -43.56,   -7.49,    59.95
Crater Pierazzo,           3.03, -100.24,     9.29
Crater Pikel'ner,        -48.37,  124.25,    40.96
Crater Pilâtre,          -60.17,  -86.07,    64.37
Crater Pingré,           -58.64,  -73.95,    88.43
Crater Pirquet,          -20.34,  139.93,    62.14
Crater Pitatus,          -29.88,  -13.53,   100.63
Crater Pitiscus,         -50.61,   30.57,    79.85
Crater Pizzetti,         -35.06,  119.29,    53.47
Crater Plana,             42.25,   28.22,    42.97
Crater Planck,           -57.27,  135.34,   319.46
